No,Tahun,Bulan,Kode,Nama,Luas Tan Akhir Bulan Lalu,Luas Panen Habis,Luas Panen Belum Habis,Luas Rusak,Luas Tambah Tanam,Luas Tan Akhir,Produksi Habis (Kw),Produksi Belum Habis (Kw),Harga Jual Petani (Rp/Kg),Produksi_Habis_kg,Produksi_BelumHabis_kg,Produksi_kg,Luas_Panen_ha,Bulan_Angka,is_zero_produksi,is_outlier,Periode,Suhu_Rata,Curah_Hujan,Total_Pupuk_Kg,bulan_sin,bulan_cos,lag1_produksi,rolling3_produksi,komoditas_id,komoditas_oh_Bawang Daun,komoditas_oh_Bawang Merah,komoditas_oh_Bawang Putih,komoditas_oh_Bayam,komoditas_oh_Buncis,komoditas_oh_Cabai Besar,komoditas_oh_Cabai Keriting,komoditas_oh_Cabai Rawit,komoditas_oh_Jamur Lainnya,komoditas_oh_Jamur Merang,komoditas_oh_Jamur Tiram,komoditas_oh_Kacang Panjang,komoditas_oh_Kangkung,komoditas_oh_Kembang Kol,komoditas_oh_Kentang,komoditas_oh_Kubis,komoditas_oh_Labu Siam,komoditas_oh_Melon,komoditas_oh_Mentimun,komoditas_oh_Paprika,komoditas_oh_Petsai/Sawi,komoditas_oh_Semangka,komoditas_oh_Stroberi,komoditas_oh_Terung,komoditas_oh_Tomat,komoditas_oh_Wortel,split
230,2023,September,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,1,False,2023-09-01,24.8,177.0,375.0,-1.0,-1.8369701987210297e-16,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
256,2023,Oktober,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,1,False,2023-10-01,25.6,297.6,375.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
282,2023,November,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,1,False,2023-11-01,24.1,393.0,375.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
308,2023,Desember,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,1,False,2023-12-01,23.9,384.4,375.0,-2.4492935982947064e-16,1.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
334,2024,Januari,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,False,2024-01-01,23.4,282.1,375.0,0.49999999999999994,0.8660254037844387,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
360,2024,Februari,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,1,False,2024-02-01,23.5,316.1,375.0,0.8660254037844386,0.5000000000000001,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
386,2024,Maret,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,1,False,2024-03-01,23.4,316.2,375.0,1.0,6.123233995736766e-17,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
412,2024,April,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,1,False,2024-04-01,24.0,309.0,375.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
438,2024,Mei,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,1,False,2024-05-01,24.2,285.2,375.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
464,2024,Juni,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,1,False,2024-06-01,23.3,300.0,375.0,1.2246467991473532e-16,-1.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
490,2024,Juli,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,1,False,2024-07-01,22.9,120.9,375.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
516,2024,Agustus,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,1,False,2024-08-01,23.8,114.7,375.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
542,2024,September,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,1,False,2024-09-01,23.8,177.0,375.0,-1.0,-1.8369701987210297e-16,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
568,2024,Oktober,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,1,False,2024-10-01,24.3,297.6,375.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
594,2024,November,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,1,False,2024-11-01,23.4,393.0,375.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
620,2024,Desember,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,1,False,2024-12-01,23.2,384.4,375.0,-2.4492935982947064e-16,1.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
646,2025,Januari,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,False,2025-01-01,22.8,282.1,375.0,0.49999999999999994,0.8660254037844387,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
672,2025,Februari,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,1,False,2025-02-01,22.7,305.2,375.0,0.8660254037844386,0.5000000000000001,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
698,2025,Maret,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,1,False,2025-03-01,23.2,316.2,375.0,1.0,6.123233995736766e-17,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
724,2025,April,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,1,False,2025-04-01,23.1,309.0,375.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
750,2025,Mei,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,1,False,2025-05-01,23.4,285.2,375.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
776,2025,Juni,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,1,False,2025-06-01,22.9,300.0,375.0,1.2246467991473532e-16,-1.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
802,2025,Juli,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,1,False,2025-07-01,22.9,120.9,375.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
828,2025,Agustus,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,1,False,2025-08-01,22.9,114.7,375.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
854,2025,September,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,1,False,2025-09-01,23.5,177.0,375.0,-1.0,-1.8369701987210297e-16,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
880,2025,Oktober,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,1,False,2025-10-01,23.9,297.6,375.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
906,2025,November,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,1,False,2025-11-01,23.5,393.0,375.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
932,2025,Desember,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,1,False,2025-12-01,23.2,384.4,375.0,-2.4492935982947064e-16,1.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
960,2026,Januari,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,False,2026-01-01,22.2,282.1,375.0,0.49999999999999994,0.8660254037844387,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
988,2026,Februari,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,1,False,2026-02-01,22.5,306.3,375.0,0.8660254037844386,0.5000000000000001,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
1016,2026,Maret,SMK,Semangka,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,1,False,2026-03-01,23.0,315.8,375.0,1.0,6.123233995736766e-17,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,test
101,2023,April,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,1,False,2023-04-01,23.3,309.0,375.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
127,2023,Mei,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,1,False,2023-05-01,23.6,285.2,375.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
153,2023,Juni,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,1,False,2023-06-01,23.3,300.0,375.0,1.2246467991473532e-16,-1.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
179,2023,Juli,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,1,False,2023-07-01,23.0,120.9,375.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
205,2023,Agustus,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,1,False,2023-08-01,23.9,114.7,375.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
231,2023,September,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,1,False,2023-09-01,24.8,177.0,375.0,-1.0,-1.8369701987210297e-16,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
257,2023,Oktober,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,1,False,2023-10-01,25.6,297.6,375.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
283,2023,November,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,1,False,2023-11-01,24.1,393.0,375.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
309,2023,Desember,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,1,False,2023-12-01,23.9,384.4,375.0,-2.4492935982947064e-16,1.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
335,2024,Januari,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,False,2024-01-01,23.4,282.1,375.0,0.49999999999999994,0.8660254037844387,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
361,2024,Februari,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,1,False,2024-02-01,23.5,316.1,375.0,0.8660254037844386,0.5000000000000001,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
387,2024,Maret,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,1,False,2024-03-01,23.4,316.2,375.0,1.0,6.123233995736766e-17,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
413,2024,April,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,1,False,2024-04-01,24.0,309.0,375.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
439,2024,Mei,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,1,False,2024-05-01,24.2,285.2,375.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
465,2024,Juni,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,1,False,2024-06-01,23.3,300.0,375.0,1.2246467991473532e-16,-1.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
491,2024,Juli,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,1,False,2024-07-01,22.9,120.9,375.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
517,2024,Agustus,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,1,False,2024-08-01,23.8,114.7,375.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
543,2024,September,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,1,False,2024-09-01,23.8,177.0,375.0,-1.0,-1.8369701987210297e-16,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
569,2024,Oktober,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,1,False,2024-10-01,24.3,297.6,375.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
595,2024,November,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,1,False,2024-11-01,23.4,393.0,375.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
621,2024,Desember,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,1,False,2024-12-01,23.2,384.4,375.0,-2.4492935982947064e-16,1.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
647,2025,Januari,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,1,False,2025-01-01,22.8,282.1,375.0,0.49999999999999994,0.8660254037844387,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
673,2025,Februari,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,1,False,2025-02-01,22.7,305.2,375.0,0.8660254037844386,0.5000000000000001,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
699,2025,Maret,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,1,False,2025-03-01,23.2,316.2,375.0,1.0,6.123233995736766e-17,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
725,2025,April,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,1,False,2025-04-01,23.1,309.0,375.0,0.8660254037844387,-0.49999999999999983,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
751,2025,Mei,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,1,False,2025-05-01,23.4,285.2,375.0,0.49999999999999994,-0.8660254037844387,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,val
777,2025,Juni,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,1,False,2025-06-01,22.9,300.0,375.0,1.2246467991473532e-16,-1.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,val
803,2025,Juli,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,1,False,2025-07-01,22.9,120.9,375.0,-0.4999999999999998,-0.8660254037844388,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,val
829,2025,Agustus,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,1,False,2025-08-01,22.9,114.7,375.0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,val
855,2025,September,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9,1,False,2025-09-01,23.5,177.0,375.0,-1.0,-1.8369701987210297e-16,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,val
881,2025,Oktober,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,1,False,2025-10-01,23.9,297.6,375.0,-0.8660254037844386,0.5000000000000001,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
907,2025,November,SBR,Stroberi,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,11,1,False,2025-11-01,23.5,393.0,375.0,-0.5000000000000004,0.8660254037844384,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,test
